areaFIPS,areaname,Category,Subcategory,allchildren0to2,atleast1immigparent,allnativebornparents,lowincome,notlowincome,parpostsec,pareducHSless
2,Alaska,Parental primary language,Native,0,0,0,0,0,0,0
2,Alaska,Parental primary language,Other Balto-Slavic,0,0,0,0,0,0,0
2,Alaska,Parental primary language,Other Persian dialects,0,0,0,0,0,0,0
2,Alaska,Parental primary language,Magyar or Hungarian,0,0,0,0,0,0,0
2,Alaska,Parental primary language,Near east Arabic dialect,0,0,0,0,0,0,0
2,Alaska,Parental primary language,Swedish,0,0,0,0,0,0,0
2,Alaska,Parental primary language,Other Altaic,0,0,0,0,0,0,0
2,Alaska,Parental primary language,Aleut or Eskimo,0.068642698,0,0.077634729,0.129713848,0.038731735,0.037046224,0.168141589
2,Alaska,Parental primary language,Czech,0,0,0,0,0,0,0
2,Alaska,Parental primary language,Lithuanian,0,0,0,0,0,0,0
2,Alaska,Parental primary language,Other Malayan,0,0,0,0,0,0,0
2,Alaska,Parental primary language,Hawaiian,0,0,0,0,0,0,0
2,Alaska,Parental primary language,Norwegian,0,0,0,0,0,0,0
2,Alaska,Parental primary language,Athapascan,0,0,0,0,0,0,0
2,Alaska,Parental primary language,Danish,0,0,0,0,0,0,0
2,Alaska,Parental primary language,Siouan languages,0,0,0,0,0,0,0
2,Alaska,Parental primary language,Slovak,0,0,0,0,0,0,0
2,Alaska,Parental primary language,Celtic,0,0,0,0,0,0,0
2,Alaska,Parental primary language,Finnish,0,0,0,0,0,0,0
2,Alaska,Parental primary language,Zuni,0,0,0,0,0,0,0
2,Alaska,Parental primary language,African (not specified),0,0,0,0,0,0,0
2,Alaska,Parental primary language,Iroquoian,0,0,0,0,0,0,0
2,Alaska,Parental primary language,Algonquian,0,0,0,0,0,0,0
2,Alaska,Parental primary language,Keres,0,0,0,0,0,0,0
2,Alaska,Parental primary language,All other,0.069358051,0.266808033,0.033593595,0.070020854,0.065614462,0.068882823,0.056560218
4,Arizona,Parental primary language,English,0.55773133,0.084433109,0.751783192,0.448305458,0.676840067,0.647542059,0.371404529
4,Arizona,Parental primary language,Spanish,0.317252398,0.702620089,0.183978423,0.437050402,0.195886627,0.226116031,0.518953979
4,Arizona,Parental primary language,Not reported,0.042041022,0.024068357,0.018023169,0.040754326,0.034237362,0.033836704,0.04609742
4,Arizona,Parental primary language,Hindi or related,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Chinese,0,0,0,0,0,0,0
4,Arizona,Parental primary language,French,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Arabic,0.00735204,0.024664847,0,0.008909597,0,0,0.006732484
4,Arizona,Parental primary language,Filipino or Tagalog,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Dravidian,0,0.025142038,0,0,0.011974925,0.009788724,0
4,Arizona,Parental primary language,German,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Sub-Saharan African,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Vietnamese,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Russian,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Portuguese,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Korean,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Polish,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Yiddish or Jewish,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Japanese,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Hamitic,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Italian,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Tibetan,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Amharic / Ethiopian or related,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Hebrew or Israeli,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Persian / Iranian / Farsi,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Micronesian or Polynesian,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Dutch,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Thai / Siamese / Lao,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Other east or southeast asian,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Serbo-Croatian / Yugoslavian / Slavonian,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Greek,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Rumanian,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Indonesian,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Navajo,0.018075742,0,0.025383415,0.024572229,0.010377182,0.015728146,0.023412967
4,Arizona,Parental primary language,Turkish,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Armenian,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Albanian,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Burmese / Lisu / Lolo,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Ukrainian / Ruthenian / or Little Russian,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Native,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Other Balto-Slavic,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Other Persian dialects,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Magyar or Hungarian,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Near east Arabic dialect,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Swedish,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Other Altaic,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Aleut or Eskimo,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Czech,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Lithuanian,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Other Malayan,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Hawaiian,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Norwegian,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Athapascan,0,0,0.003169458,0,0,0,0
4,Arizona,Parental primary language,Danish,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Siouan languages,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Slovak,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Celtic,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Finnish,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Zuni,0,0,0,0,0,0,0
4,Arizona,Parental primary language,African (not specified),0,0,0,0,0,0,0
4,Arizona,Parental primary language,Iroquoian,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Algonquian,0,0,0,0,0,0,0
4,Arizona,Parental primary language,Keres,0,0,0,0,0,0,0
4,Arizona,Parental primary language,All other,0.05754745,0.139071584,0.017662346,0.040408015,0.070683837,0.066988349,0.033398628
5,Arkansas,Parental primary language,English,0.835615814,0.149537832,0.947212756,0.801616549,0.88876009,0.890978754,0.742686689
5,Arkansas,Parental primary language,Spanish,0.097344421,0.652827799,0.026154917,0.128738865,0.0572326,0.053573642,0.181458235
5,Arkansas,Parental primary language,Not reported,0.039488435,0,0.019045345,0.04153683,0.026708545,0.028302537,0.047148924
5,Arkansas,Parental primary language,Hindi or related,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Chinese,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,French,0,0,0.00175404,0,0.004848434,0.0035826,0
5,Arkansas,Parental primary language,Arabic,0,0,0,0.003685484,0,0,0
5,Arkansas,Parental primary language,Filipino or Tagalog,0,0.020758264,0,0,0.003836587,0,0
5,Arkansas,Parental primary language,Dravidian,0,0.020758264,0,0,0,0.003651496,0
5,Arkansas,Parental primary language,German,0.002798181,0,0.003113681,0,0,0,0.005756857
5,Arkansas,Parental primary language,Sub-Saharan African,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Vietnamese,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Russian,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Portuguese,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Korean,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Polish,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Yiddish or Jewish,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Japanese,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Hamitic,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Italian,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Tibetan,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Amharic / Ethiopian or related,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Hebrew or Israeli,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Persian / Iranian / Farsi,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Micronesian or Polynesian,0.00652909,0.055616483,0,0.011088088,0,0,0.017713407
5,Arkansas,Parental primary language,Dutch,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Thai / Siamese / Lao,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Other east or southeast asian,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Serbo-Croatian / Yugoslavian / Slavonian,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Greek,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Rumanian,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Indonesian,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Navajo,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Turkish,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Armenian,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Albanian,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Burmese / Lisu / Lolo,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Ukrainian / Ruthenian / or Little Russian,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Native,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Other Balto-Slavic,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Other Persian dialects,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Magyar or Hungarian,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Near east Arabic dialect,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Swedish,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Other Altaic,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Aleut or Eskimo,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Czech,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Lithuanian,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Other Malayan,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Hawaiian,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Norwegian,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Athapascan,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Danish,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Siouan languages,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Slovak,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Celtic,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Finnish,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Zuni,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,African (not specified),0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Iroquoian,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Algonquian,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,Keres,0,0,0,0,0,0,0
5,Arkansas,Parental primary language,All other,0.018224061,0.100501359,0.002719283,0.013334155,0.018613756,0.019910991,0.00523591
6,California,Parental primary language,English,0.396992087,0.070158109,0.670669258,0.288548827,0.486234635,0.478837878,0.229686588
6,California,Parental primary language,Spanish,0.410003215,0.595555365,0.273741722,0.582011938,0.274824381,0.283082277,0.68319279
6,California,Parental primary language,Not reported,0.039777383,0,0.015884735,0.036433626,0.036367804,0.035871573,0.035148464
6,California,Parental primary language,Hindi or related,0,0.037327249,0,0,0.025465515,0,0
6,California,Parental primary language,Chinese,0.025767833,0.05122561,0.006155774,0.011272117,0.037602983,0.034355856,0.007999674
6,California,Parental primary language,French,0,0,0,0,0,0,0
6,California,Parental primary language,Arabic,0,0,0,0,0,0,0
6,California,Parental primary language,Filipino or Tagalog,0.018909121,0.038738251,0.003598297,0.010760967,0,0.026063589,0
6,California,Parental primary language,Dravidian,0,0,0,0,0,0,0
6,California,Parental primary language,German,0,0,0,0,0,0,0
6,California,Parental primary language,Sub-Saharan African,0,0,0,0,0,0,0
6,California,Parental primary language,Vietnamese,0,0,0,0,0,0,0.006569326
6,California,Parental primary language,Russian,0,0,0,0,0,0,0
6,California,Parental primary language,Portuguese,0,0,0,0,0,0,0
6,California,Parental primary language,Korean,0,0,0,0,0,0,0
6,California,Parental primary language,Polish,0,0,0,0,0,0,0
6,California,Parental primary language,Yiddish or Jewish,0,0,0,0,0,0,0
6,California,Parental primary language,Japanese,0,0,0,0,0,0,0
6,California,Parental primary language,Hamitic,0,0,0,0,0,0,0
6,California,Parental primary language,Italian,0,0,0,0,0,0,0
6,California,Parental primary language,Tibetan,0,0,0,0,0,0,0
6,California,Parental primary language,Amharic / Ethiopian or related,0,0,0,0,0,0,0
6,California,Parental primary language,Hebrew or Israeli,0,0,0,0,0,0,0
6,California,Parental primary language,Persian / Iranian / Farsi,0,0,0,0,0,0,0
6,California,Parental primary language,Micronesian or Polynesian,0,0,0,0,0,0,0
6,California,Parental primary language,Dutch,0,0,0,0,0,0,0
6,California,Parental primary language,Thai / Siamese / Lao,0,0,0,0,0,0,0
6,California,Parental primary language,Other east or southeast asian,0,0,0,0,0,0,0
6,California,Parental primary language,Serbo-Croatian / Yugoslavian / Slavonian,0,0,0,0,0,0,0
6,California,Parental primary language,Greek,0,0,0,0,0,0,0
6,California,Parental primary language,Rumanian,0,0,0,0,0,0,0
6,California,Parental primary language,Indonesian,0,0,0,0,0,0,0
6,California,Parental primary language,Navajo,0,0,0,0,0,0,0
6,California,Parental primary language,Turkish,0,0,0,0,0,0,0
6,California,Parental primary language,Armenian,0,0,0,0,0,0,0
6,California,Parental primary language,Albanian,0,0,0,0,0,0,0
6,California,Parental primary language,Burmese / Lisu / Lolo,0,0,0,0,0,0,0
6,California,Parental primary language,Ukrainian / Ruthenian / or Little Russian,0,0,0,0,0,0,0
6,California,Parental primary language,Native,0,0,0,0,0,0,0
6,California,Parental primary language,Other Balto-Slavic,0,0,0,0,0,0,0
6,California,Parental primary language,Other Persian dialects,0,0,0,0,0,0,0
6,California,Parental primary language,Magyar or Hungarian,0,0,0,0,0,0,0
6,California,Parental primary language,Near east Arabic dialect,0,0,0,0,0,0,0
6,California,Parental primary language,Swedish,0,0,0,0,0,0,0
6,California,Parental primary language,Other Altaic,0,0,0,0,0,0,0
6,California,Parental primary language,Aleut or Eskimo,0,0,0,0,0,0,0
6,California,Parental primary language,Czech,0,0,0,0,0,0,0
6,California,Parental primary language,Lithuanian,0,0,0,0,0,0,0
6,California,Parental primary language,Other Malayan,0,0,0,0,0,0,0
6,California,Parental primary language,Hawaiian,0,0,0,0,0,0,0
6,California,Parental primary language,Norwegian,0,0,0,0,0,0,0
6,California,Parental primary language,Athapascan,0,0,0,0,0,0,0
6,California,Parental primary language,Danish,0,0,0,0,0,0,0
6,California,Parental primary language,Siouan languages,0,0,0,0,0,0,0
6,California,Parental primary language,Slovak,0,0,0,0,0,0,0
6,California,Parental primary language,Celtic,0,0,0,0,0,0,0
6,California,Parental primary language,Finnish,0,0,0,0,0,0,0
6,California,Parental primary language,Zuni,0,0,0,0,0,0,0
6,California,Parental primary language,African (not specified),0,0,0,0,0,0,0
6,California,Parental primary language,Iroquoian,0,0,0,0,0,0,0
6,California,Parental primary language,Algonquian,0,0,0,0,0,0,0
6,California,Parental primary language,Keres,0,0,0,0,0,0,0
6,California,Parental primary language,All other,0.10855037,0.206995428,0.029950202,0.070972502,0.139504671,0.14178884,0.037403166
8,Colorado,Parental primary language,English,0.702986717,0.102205053,0.882203639,0.555895627,0.79084754,0.778655171,0.462868989
8,Colorado,Parental primary language,Spanish,0.194945186,0.590444028,0.085956872,0.3291426,0.118761681,0.116035126,0.457794368
8,Colorado,Parental primary language,Not reported,0.026305905,0,0.015085619,0.030524712,0.018884648,0.019067449,0.037120216
8,Colorado,Parental primary language,Hindi or related,0,0,0,0,0.006340131,0,0
8,Colorado,Parental primary language,Chinese,0,0.021360742,0,0,0,0,0
8,Colorado,Parental primary language,French,0.006726738,0,0.003888247,0,0,0.007949136,0
8,Colorado,Parental primary language,Arabic,0,0.02092387,0,0.01180362,0,0,0
8,Colorado,Parental primary language,Filipino or Tagalog,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Dravidian,0.005654868,0.024809731,0,0,0.007537889,0.007078267,0
8,Colorado,Parental primary language,German,0,0,0.002921054,0,0,0,0
8,Colorado,Parental primary language,Sub-Saharan African,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Vietnamese,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Russian,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Portuguese,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Korean,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Polish,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Yiddish or Jewish,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Japanese,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Hamitic,0,0,0,0,0,0,0.005182578
8,Colorado,Parental primary language,Italian,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Tibetan,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Amharic / Ethiopian or related,0,0,0,0.008989966,0,0,0
8,Colorado,Parental primary language,Hebrew or Israeli,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Persian / Iranian / Farsi,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Micronesian or Polynesian,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Dutch,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Thai / Siamese / Lao,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Other east or southeast asian,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Serbo-Croatian / Yugoslavian / Slavonian,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Greek,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Rumanian,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Indonesian,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Navajo,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Turkish,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Armenian,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Albanian,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Burmese / Lisu / Lolo,0,0,0,0,0,0,0.003865339
8,Colorado,Parental primary language,Ukrainian / Ruthenian / or Little Russian,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Native,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Other Balto-Slavic,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Other Persian dialects,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Magyar or Hungarian,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Near east Arabic dialect,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Swedish,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Other Altaic,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Aleut or Eskimo,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Czech,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Lithuanian,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Other Malayan,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Hawaiian,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Norwegian,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Athapascan,0,0,0,0,0,0,0
8,Colorado,Parental primary language,Danish,0,0,0,0,0,0,0
