areaFIPS,areaname,Category,Subcategory,allchildren0to2,atleast1immigparent,allnativebornparents,lowincome,notlowincome,parpostsec,pareducHSless
5,Arkansas,Race and ethnicity,3. African American,0.184114948,0.01707661,0.204558432,0.240885153,0.107550912,0.160541803,0.228789493
5,Arkansas,Race and ethnicity,2. Hispanic,0.123200692,0.701002657,0.047068469,0.165182456,0.067119189,0.067256421,0.227252603
5,Arkansas,Race and ethnicity,5. Native American,0.004591887,0,0.005085678,0.003717119,0.005839201,0.005112094,0.003672927
5,Arkansas,Race and ethnicity,1. White,0.626864314,0.106924646,0.697713494,0.520254374,0.769952357,0.710291684,0.470134676
5,Arkansas,Race and ethnicity,6. Other or multiracial,0.045048922,0.050838165,0.043550011,0.051438604,0.036194611,0.042756949,0.049701739
6,California,Race and ethnicity,4. Asian,0.103746787,0.202365786,0.026238939,0.058928952,0.139866441,0.135917872,0.036309015
6,California,Race and ethnicity,3. African American,0.049723271,0.016424052,0.074895039,0.067814127,0.035377927,0.050351568,0.04806871
6,California,Race and ethnicity,2. Hispanic,0.519842744,0.617403924,0.441275954,0.690487742,0.382825166,0.38907367,0.796188176
6,California,Race and ethnicity,5. Native American,0.002996658,0.000862278,0.00429385,0.00365693,0.002419565,0.002975592,0.002978466
6,California,Race and ethnicity,1. White,0.259230852,0.109319665,0.380288213,0.142113864,0.353033423,0.338254064,0.092313163
6,California,Race and ethnicity,6. Other or multiracial,0.064459696,0.053624313,0.073008008,0.036998414,0.086477444,0.083427243,0.024142487
8,Colorado,Race and ethnicity,4. Asian,0.027502993,0.109700859,0.00443351,0.019407349,0.03225961,0.032110844,0.011876741
8,Colorado,Race and ethnicity,3. African American,0.041652683,0.065254882,0.03418931,0.078864656,0.019140169,0.040282607,0.043641623
8,Colorado,Race and ethnicity,2. Hispanic,0.31590125,0.603734136,0.232450962,0.493048221,0.213017225,0.215510637,0.647131205
8,Colorado,Race and ethnicity,5. Native American,0.005464536,0.001356603,0.00669895,0.008674289,0.003417602,0.004439468,0.008918352
8,Colorado,Race and ethnicity,1. White,0.561054051,0.169207424,0.674367428,0.362384886,0.67710048,0.652104139,0.263080597
8,Colorado,Race and ethnicity,6. Other or multiracial,0.048424501,0.050746132,0.04785984,0.037620611,0.055064917,0.055552281,0.025351444
9,Connecticut,Race and ethnicity,4. Asian,0.048493672,0.17971389,0.003325759,0.021628948,0.06145661,0.061230589,0.005779393
9,Connecticut,Race and ethnicity,3. African American,0.106240034,0.14226152,0.092905469,0.203382835,0.062026657,0.092479467,0.154805154
9,Connecticut,Race and ethnicity,2. Hispanic,0.253260106,0.281611681,0.237017483,0.435407817,0.165802553,0.175598621,0.514283359
9,Connecticut,Race and ethnicity,5. Native American,0.001880028,0.004600676,0.000964724,0.002858322,0.001452265,0.002044207,0.001362285
9,Connecticut,Race and ethnicity,1. White,0.54214859,0.322766155,0.62509042,0.286156297,0.661893666,0.618701518,0.282158196
9,Connecticut,Race and ethnicity,6. Other or multiracial,0.047977585,0.06904608,0.040696125,0.050565772,0.047368277,0.049945608,0.041611623
10,Delaware,Race and ethnicity,4. Asian,0.042444978,0.186583415,0.002765974,0.013169883,0.061540015,0.062977359,0
10,Delaware,Race and ethnicity,3. African American,0.226003334,0.152461156,0.248657092,0.338441163,0.161580443,0.222318769,0.235499516
10,Delaware,Race and ethnicity,2. Hispanic,0.155631587,0.386525333,0.093762524,0.28236562,0.0787692,0.069243081,0.338894278
10,Delaware,Race and ethnicity,5. Native American,0.007336169,0.007114854,0.007576365,0.001739418,0.004294665,0.003887492,0.014839961
10,Delaware,Race and ethnicity,1. White,0.477375001,0.171918109,0.555640161,0.287004054,0.591451108,0.547953367,0.322308451
10,Delaware,Race and ethnicity,6. Other or multiracial,0.091208927,0.095397122,0.091597848,0.077279881,0.102364592,0.093619943,0.088457808
11,District of Columbia,Race and ethnicity,4. Asian,0.022313332,0.071989939,0.005017534,0.006638164,0.031180812,0.029385965,0.004314684
11,District of Columbia,Race and ethnicity,3. African American,0.489198148,0.207953468,0.578365266,0.797929764,0.320848703,0.386074573,0.759672105
11,District of Columbia,Race and ethnicity,2. Hispanic,0.154695258,0.405532837,0.070731051,0.163591355,0.148154989,0.13289474,0.21098806
11,District of Columbia,Race and ethnicity,5. Native American,0.000157691,0,0.000215808,0,0.000246002,0.000219298,0
11,District of Columbia,Race and ethnicity,1. White,0.279705107,0.219585031,0.305314273,0.015639065,0.425276756,0.384265363,0.006759672
11,District of Columbia,Race and ethnicity,6. Other or multiracial,0.053930458,0.094938695,0.040356085,0.016201621,0.074292742,0.067160085,0.018265497
12,Florida,Race and ethnicity,4. Asian,0.020700909,0.058365073,0.002937981,0.012161949,0.029072372,0.025486577,0.010670407
12,Florida,Race and ethnicity,3. African American,0.20513089,0.187089384,0.211053565,0.282699376,0.122612767,0.171603814,0.275894195
12,Florida,Race and ethnicity,2. Hispanic,0.305251539,0.5242576,0.201936916,0.354014754,0.256220877,0.261887848,0.400108039
12,Florida,Race and ethnicity,5. Native American,0.001287475,0.001130878,0.001358699,0.001315141,0.001273616,0.001202413,0.001491775
12,Florida,Race and ethnicity,1. White,0.416083455,0.184049234,0.528296828,0.298549324,0.538554072,0.48319599,0.271106631
12,Florida,Race and ethnicity,6. Other or multiracial,0.05154575,0.045107849,0.054416005,0.051259466,0.05226627,0.056623351,0.040728938
13,Georgia,Race and ethnicity,4. Asian,0.033344943,0.144676939,0.003672661,0.022354294,0.045419157,0.042141266,0.015650813
13,Georgia,Race and ethnicity,3. African American,0.32514891,0.157104477,0.366462678,0.418056279,0.224306092,0.300894409,0.372552574
13,Georgia,Race and ethnicity,2. Hispanic,0.15641275,0.516296387,0.059424188,0.214889988,0.093427978,0.091831967,0.287129194
13,Georgia,Race and ethnicity,5. Native American,0.002027048,0.006319508,0.000918165,0.000859194,0.00330331,0.002181467,0.001738979
13,Georgia,Race and ethnicity,1. White,0.429411948,0.121899337,0.515998662,0.290890515,0.578944266,0.504347324,0.279066652
13,Georgia,Race and ethnicity,6. Other or multiracial,0.053654402,0.053703383,0.053523626,0.05294973,0.054599222,0.058603551,0.043861799
15,Hawaii,Race and ethnicity,4. Asian,0.284927845,0.559513986,0.174540132,0.300000012,0.27538842,0.257537097,0.368253201
15,Hawaii,Race and ethnicity,3. African American,0.011430766,0.001853377,0.015625,0.009738717,0.012391807,0.012690233,0.007813123
15,Hawaii,Race and ethnicity,2. Hispanic,0.217276007,0.176139489,0.234270483,0.262351543,0.198457077,0.219032943,0.218687713
15,Hawaii,Race and ethnicity,5. Native American,0,0,0,0,0,0,0
15,Hawaii,Race and ethnicity,1. White,0.172650293,0.059376717,0.215013593,0.16775535,0.173915386,0.201454446,0.071035638
15,Hawaii,Race and ethnicity,6. Other or multiracial,0.3137151,0.203116417,0.360550791,0.260154396,0.339847326,0.309285313,0.334210306
16,Idaho,Race and ethnicity,4. Asian,0.009511265,0.059980333,0.001298116,0.003678175,0.015440928,0.008892614,0.011477939
16,Idaho,Race and ethnicity,3. African American,0.002450567,0.000983284,0.002722437,0.001329088,0.003598782,0.002453135,0.002468374
16,Idaho,Race and ethnicity,2. Hispanic,0.188770279,0.680214167,0.108032092,0.231168672,0.146504253,0.11828199,0.400246829
16,Idaho,Race and ethnicity,5. Native American,0.010552756,0,0.011556838,0.016474515,0.004798376,0.007993131,0.018389385
16,Idaho,Race and ethnicity,1. White,0.745692372,0.153283074,0.84327054,0.703922331,0.786656797,0.816587269,0.532675087
16,Idaho,Race and ethnicity,6. Other or multiracial,0.043022774,0.105539165,0.033119984,0.043427195,0.043000832,0.045791853,0.034742363
17,Illinois,Race and ethnicity,4. Asian,0.049751785,0.177101433,0.006584566,0.029821824,0.063111685,0.061365381,0.016234906
17,Illinois,Race and ethnicity,3. African American,0.150486618,0.039215688,0.184909359,0.259817988,0.076847628,0.126707166,0.2193809
17,Illinois,Race and ethnicity,2. Hispanic,0.240251228,0.513917327,0.14608036,0.338534057,0.174042091,0.170612216,0.441508979
17,Illinois,Race and ethnicity,5. Native American,0.000714787,0.000665405,0.000734924,0.000460847,0.000893365,0.00075825,0.000599074
17,Illinois,Race and ethnicity,1. White,0.513206124,0.222184777,0.616848528,0.328639716,0.637552679,0.590174496,0.291226983
17,Illinois,Race and ethnicity,6. Other or multiracial,0.045589458,0.046915371,0.044842288,0.042725552,0.047552545,0.050382506,0.031049149
18,Indiana,Race and ethnicity,4. Asian,0.020331901,0.175512448,0.001005474,0.016839279,0.023750639,0.022153372,0.016504701
18,Indiana,Race and ethnicity,3. African American,0.104520001,0.066251829,0.108288646,0.163689077,0.05000589,0.088542804,0.139141232
18,Indiana,Race and ethnicity,2. Hispanic,0.11078877,0.523060024,0.058368713,0.158463687,0.067561731,0.066978462,0.209028736
18,Indiana,Race and ethnicity,5. Native American,0.001574292,0,0.00180613,0.001394008,0.001703765,0.001089703,0.002680363
18,Indiana,Race and ethnicity,1. White,0.707412958,0.169363111,0.777315378,0.588100493,0.816362441,0.765808046,0.577360809
18,Indiana,Race and ethnicity,6. Other or multiracial,0.055372067,0.065812595,0.053215656,0.071513481,0.040615555,0.055427607,0.055284146
19,Iowa,Race and ethnicity,4. Asian,0.024642758,0.187560454,0.003191394,0.027719665,0.023057768,0.021910537,0.035477091
19,Iowa,Race and ethnicity,3. African American,0.042001944,0.103935719,0.033514611,0.086297072,0.016522899,0.030650627,0.086128622
19,Iowa,Race and ethnicity,2. Hispanic,0.102941178,0.470054299,0.052285176,0.180534422,0.057451814,0.064273104,0.248381674
19,Iowa,Race and ethnicity,5. Native American,0.0012226,0,0.000904725,0.000499239,0.001650914,0.001414644,0.000504414
19,Iowa,Race and ethnicity,1. White,0.780200839,0.166356668,0.865384817,0.631799161,0.867940605,0.830165923,0.596553147
19,Iowa,Race and ethnicity,6. Other or multiracial,0.048990704,0.072092853,0.044719286,0.073150441,0.033375982,0.051585168,0.032955024
20,Kansas,Race and ethnicity,4. Asian,0.025149792,0.165169805,0.001803006,0.022863872,0.026857972,0.027177677,0.019018471
20,Kansas,Race and ethnicity,3. African American,0.058027506,0.053292096,0.057432842,0.098339021,0.028310556,0.045899332,0.096731886
20,Kansas,Race and ethnicity,2. Hispanic,0.181640223,0.605008006,0.109497182,0.276803106,0.110485278,0.107582495,0.419317216
20,Kansas,Race and ethnicity,5. Native American,0.007310887,0,0.008609862,0.008467349,0.006551448,0.004479346,0.016686706
20,Kansas,Race and ethnicity,1. White,0.666397154,0.1314459,0.760048211,0.52574724,0.772507608,0.756138146,0.38069734
20,Kansas,Race and ethnicity,6. Other or multiracial,0.061474435,0.04508416,0.06260889,0.067779399,0.055287108,0.058722995,0.067548364
21,Kentucky,Race and ethnicity,4. Asian,0.016678555,0.15464066,0.003322402,0.014484327,0.019252272,0.018749826,0.012296095
21,Kentucky,Race and ethnicity,3. African American,0.079877473,0.135920241,0.07314308,0.113251671,0.041884616,0.068786457,0.104176968
21,Kentucky,Race and ethnicity,2. Hispanic,0.062320095,0.360350013,0.032384451,0.090963125,0.032515518,0.041542642,0.107822537
21,Kentucky,Race and ethnicity,5. Native American,0.000343888,0,0.000387494,0.000697728,0,0.000139094,0.000803262
21,Kentucky,Race and ethnicity,1. White,0.784770846,0.261081636,0.839096725,0.714926243,0.860196114,0.817138195,0.713173509
21,Kentucky,Race and ethnicity,6. Other or multiracial,0.056009121,0.088007458,0.051665865,0.065676928,0.046151474,0.053643789,0.061727632
22,Louisiana,Race and ethnicity,4. Asian,0.015611306,0.154559404,0.003816058,0.012936402,0.01870062,0.018430488,0.011081132
22,Louisiana,Race and ethnicity,3. African American,0.359640658,0.070203573,0.382727057,0.519785702,0.188916042,0.282468021,0.48549208
22,Louisiana,Race and ethnicity,2. Hispanic,0.073280014,0.478806466,0.038052063,0.087452225,0.057045415,0.055459656,0.102139756
22,Louisiana,Race and ethnicity,5. Native American,0.004458808,0.002858338,0.004443024,0.003660841,0.004967885,0.003868455,0.004920138
22,Louisiana,Race and ethnicity,1. White,0.511004627,0.215490803,0.538660944,0.340683639,0.693491757,0.603691399,0.360353202
22,Louisiana,Race and ethnicity,6. Other or multiracial,0.036004603,0.078081429,0.032300849,0.03548117,0.036878303,0.036081973,0.036013678
23,Maine,Race and ethnicity,4. Asian,0.005972905,0,0,0.009938147,0.003491272,0.006102758,0.005612594
23,Maine,Race and ethnicity,3. African American,0.030163169,0,0.013980263,0.058586419,0.005168896,0.024172377,0.049144421
23,Maine,Race and ethnicity,2. Hispanic,0.023973068,0,0.021175986,0.027173536,0.022307867,0.025672497,0.01779603
23,Maine,Race and ethnicity,5. Native American,0.004506828,0,0.00487547,0.011050108,0.000317388,0.002761583,0.011635866
23,Maine,Race and ethnicity,1. White,0.891510308,0,0.921610653,0.840364158,0.929947853,0.89785552,0.868993819
23,Maine,Race and ethnicity,6. Other or multiracial,0.043873701,0,0.038357612,0.052887622,0.038766719,0.043435272,0.046817247
24,Maryland,Race and ethnicity,4. Asian,0.053222958,0.167328522,0.004411182,0.036036324,0.061127704,0.063699603,0.021025719
24,Maryland,Race and ethnicity,3. African American,0.289702237,0.231327638,0.312005788,0.431227237,0.228260204,0.262901872,0.370659381
24,Maryland,Race and ethnicity,2. Hispanic,0.164360836,0.375416964,0.075563692,0.225823388,0.135410339,0.106945269,0.339197129
24,Maryland,Race and ethnicity,5. Native American,0.000793808,0.001000731,0.000716988,0.001240438,0.000615036,0.001058614,0
24,Maryland,Race and ethnicity,1. White,0.419059902,0.152396992,0.533691585,0.248517036,0.493873566,0.484082967,0.221113488
24,Maryland,Race and ethnicity,6. Other or multiracial,0.072860263,0.072529145,0.073610753,0.057155579,0.080713168,0.081311673,0.048004273
25,Massachusetts,Race and ethnicity,4. Asian,0.066971861,0.199048549,0.008704042,0.060422268,0.070011072,0.073588908,0.044154685
25,Massachusetts,Race and ethnicity,3. African American,0.082904451,0.157963023,0.048218295,0.141351387,0.05917922,0.076774471,0.104892455
25,Massachusetts,Race and ethnicity,2. Hispanic,0.193745434,0.265712112,0.15963003,0.396203518,0.110942587,0.128179505,0.433589667
25,Massachusetts,Race and ethnicity,5. Native American,0.001786611,0.00214695,0.001663905,0.002852272,0.00136237,0.00151405,0.002830714
25,Massachusetts,Race and ethnicity,1. White,0.593851566,0.287799448,0.732817411,0.335617334,0.69888258,0.657467306,0.360526025
25,Massachusetts,Race and ethnicity,6. Other or multiracial,0.060740046,0.087329902,0.048966352,0.063553207,0.059622161,0.062475774,0.054006465
26,Michigan,Race and ethnicity,4. Asian,0.028124889,0.209586903,0.001965863,0.019665727,0.036242407,0.031509239,0.018296663
26,Michigan,Race and ethnicity,3. African American,0.167225718,0.049844384,0.180183411,0.269630969,0.073807038,0.130151004,0.274263471
26,Michigan,Race and ethnicity,2. Hispanic,0.083781168,0.234249741,0.061272845,0.11264018,0.055968355,0.061205912,0.149531513
26,Michigan,Race and ethnicity,5. Native American,0.003262782,0.00320664,0.003166074,0.003249175,0.003203842,0.003032869,0.003904065
26,Michigan,Race and ethnicity,1. White,0.658848763,0.40905875,0.700554252,0.532415867,0.775335491,0.712159693,0.504673243
26,Michigan,Race and ethnicity,6. Other or multiracial,0.058756657,0.094053566,0.05285757,0.062398069,0.055442858,0.061941274,0.049331065
27,Minnesota,Race and ethnicity,4. Asian,0.05487106,0.229709178,0.010775942,0.069956586,0.047559328,0.05128514,0.072135635
27,Minnesota,Race and ethnicity,3. African American,0.090026736,0.274557412,0.042143293,0.201454148,0.03380128,0.065822758,0.190063581
27,Minnesota,Race and ethnicity,2. Hispanic,0.088273607,0.253101856,0.046214476,0.16493696,0.050281432,0.056542531,0.227083728
27,Minnesota,Race and ethnicity,5. Native American,0.014730223,0.00196165,0.017189456,0.030926609,0.006432718,0.008533471,0.041312337
27,Minnesota,Race and ethnicity,1. White,0.686282456,0.14359276,0.826097727,0.446146071,0.805948794,0.755106807,0.389489502
27,Minnesota,Race and ethnicity,6. Other or multiracial,0.065815888,0.097077139,0.0575791,0.086579636,0.055976454,0.062709272,0.079915226
28,Mississippi,Race and ethnicity,4. Asian,0.007121513,0.137892172,0.000593426,0.008571651,0.005237274,0.008021173,0.005413827
28,Mississippi,Race and ethnicity,3. African American,0.42746076,0.074206278,0.442227066,0.565027654,0.237444386,0.383916944,0.51169914
28,Mississippi,Race and ethnicity,2. Hispanic,0.049313795,0.585196316,0.021727063,0.063866593,0.028975325,0.029098805,0.08846987
28,Mississippi,Race and ethnicity,5. Native American,0.003435504,0,0.00343613,0.004504013,0.002022525,0.003216612,0.003882111
28,Mississippi,Race and ethnicity,1. White,0.483117729,0.15968439,0.503560543,0.326377302,0.699239969,0.548832774,0.35567528
28,Mississippi,Race and ethnicity,6. Other or multiracial,0.029550701,0.043020852,0.028455751,0.031652771,0.02708054,0.02691368,0.034859769
29,Missouri,Race and ethnicity,4. Asian,0.015703309,0.167628422,0.002200624,0.010421142,0.020340478,0.019566467,0.005651667
29,Missouri,Race and ethnicity,3. African American,0.141761437,0.160047516,0.138301939,0.219683275,0.072922058,0.117556751,0.204084322
29,Missouri,Race and ethnicity,2. Hispanic,0.069792487,0.326940477,0.046777118,0.101024128,0.043352872,0.05149702,0.117321372
29,Missouri,Race and ethnicity,5. Native American,0.002539974,0.001131478,0.002714271,0.004865864,0.000610723,0.001945906,0.004123745
29,Missouri,Race and ethnicity,1. White,0.713428259,0.220298707,0.758429825,0.602138162,0.809607029,0.748794854,0.621305466
29,Missouri,Race and ethnicity,6. Other or multiracial,0.056774553,0.12395338,0.05157619,0.061867412,0.053166855,0.06063899,0.047513429
30,Montana,Race and ethnicity,4. Asian,0.003857413,0,0.001202336,0.001515322,0.006148204,0.004697504,0.001680672
30,Montana,Race and ethnicity,3. African American,0.006620524,0,0.005582274,0.010943989,0.002534786,0.006781074,0.006228374
30,Montana,Race and ethnicity,2. Hispanic,0.051541597,0,0.048436962,0.062970027,0.040556576,0.041178923,0.077805243
30,Montana,Race and ethnicity,5. Native American,0.107323609,0,0.103887551,0.181221232,0.036781359,0.075766183,0.190113693
30,Montana,Race and ethnicity,1. White,0.787213087,0,0.799095392,0.697721422,0.872182071,0.835776806,0.660701931
30,Montana,Race and ethnicity,6. Other or multiracial,0.043443765,0,0.041795488,0.045628015,0.041797001,0.035799522,0.063470095
31,Nebraska,Race and ethnicity,4. Asian,0.018471872,0.118426539,0.000474064,0.020298248,0.017396977,0.016696075,0.024463331
31,Nebraska,Race and ethnicity,3. African American,0.061954558,0.109592468,0.05098483,0.121135704,0.021289552,0.045277491,0.117140681
31,Nebraska,Race and ethnicity,2. Hispanic,0.182721421,0.619468272,0.102214336,0.300239712,0.101011202,0.098828115,0.457992822
31,Nebraska,Race and ethnicity,5. Native American,0.011767549,0.012917743,0.011484586,0.020640703,0.00569751,0.008822452,0.021521194
31,Nebraska,Race and ethnicity,1. White,0.676373303,0.090757564,0.787634552,0.490115494,0.805371344,0.779255569,0.340634197
31,Nebraska,Race and ethnicity,6. Other or multiracial,0.048711292,0.048837405,0.047207609,0.047570124,0.049233444,0.051120285,0.038247794
32,Nevada,Race and ethnicity,4. Asian,0.050259881,0.112182297,0.019114142,0.042425316,0.058651663,0.066809312,0.023798071
32,Nevada,Race and ethnicity,3. African American,0.096541099,0.051183172,0.11813958,0.139690235,0.051821142,0.086593427,0.112256005
32,Nevada,Race and ethnicity,2. Hispanic,0.409821838,0.687700868,0.268895388,0.516631186,0.303819954,0.280730039,0.614547193
32,Nevada,Race and ethnicity,5. Native American,0.008357144,0.000701139,0.011993483,0.010916687,0.005863192,0.00764858,0.009569863
32,Nevada,Race and ethnicity,1. White,0.355115205,0.082413085,0.494342685,0.224422634,0.486447543,0.459425807,0.18932125
32,Nevada,Race and ethnicity,6. Other or multiracial,0.079904824,0.065819457,0.087514706,0.065913931,0.093396507,0.098792836,0.050507609
33,New Hampshire,Race and ethnicity,4. Asian,0.026502578,0.212711066,0.001485746,0.007181496,0.03406382,0.028648648,0.016041288
33,New Hampshire,Race and ethnicity,3. African American,0.012765498,0.083255157,0.003652459,0.022663683,0.008842753,0.010810811,0.021341888
33,New Hampshire,Race and ethnicity,2. Hispanic,0.05702642,0.186210126,0.040827066,0.108375303,0.03656286,0.045101352,0.10852281
33,New Hampshire,Race and ethnicity,5. Native American,0.000377837,0.003283302,0,0,0.000538255,0.000472973,0
33,New Hampshire,Race and ethnicity,1. White,0.851914823,0.374296427,0.916581571,0.771684408,0.883890808,0.870608091,0.785046756
33,New Hampshire,Race and ethnicity,6. Other or multiracial,0.051412839,0.140243903,0.037453182,0.090095133,0.036101498,0.044358108,0.069047287
34,New Jersey,Race and ethnicity,4. Asian,0.094335593,0.228291675,0.007940414,0.034723692,0.126414672,0.12064448,0.017501734
34,New Jersey,Race and ethnicity,3. African American,0.129296884,0.084800661,0.154406056,0.20925644,0.087639116,0.11024642,0.185559466
34,New Jersey,Race and ethnicity,2. Hispanic,0.292855531,0.423334032,0.205017999,0.466816157,0.200867519,0.208235025,0.54204011
34,New Jersey,Race and ethnicity,5. Native American,0.001629044,0.003189424,0.000623421,0.002790984,0.001055893,0.001903198,0.000834639
34,New Jersey,Race and ethnicity,1. White,0.434145153,0.204643667,0.589515567,0.244422838,0.533072233,0.508740366,0.213230953
34,New Jersey,Race and ethnicity,6. Other or multiracial,0.0477378,0.05574055,0.042496528,0.041989874,0.050950553,0.050230514,0.040833097
35,New Mexico,Race and ethnicity,4. Asian,0.00977062,0.037052505,0.001986114,0.003951231,0.016855435,0.012281087,0.004513951
35,New Mexico,Race and ethnicity,3. African American,0.011488111,0.007935561,0.012638905,0.009618424,0.01417997,0.01379875,0.007535099
35,New Mexico,Race and ethnicity,2. Hispanic,0.59923923,0.818138421,0.541273415,0.667487025,0.514284015,0.533797979,0.718962133
35,New Mexico,Race and ethnicity,5. Native American,0.102909558,0,0.130426928,0.139263943,0.053301226,0.081714161,0.140643328
35,New Mexico,Race and ethnicity,1. White,0.24308233,0.09188544,0.28380087,0.158749148,0.351556242,0.313776791,0.114981338
35,New Mexico,Race and ethnicity,6. Other or multiracial,0.033510171,0.044988066,0.029873775,0.020930232,0.04982312,0.044631269,0.013364137
36,New York,Race and ethnicity,4. Asian,0.077543803,0.195150122,0.009454969,0.079076514,0.077316329,0.083330058,0.064940184
36,New York,Race and ethnicity,3. African American,0.146533266,0.151012018,0.13929078,0.203790531,0.105536215,0.124821439,0.1948964
36,New York,Race and ethnicity,2. Hispanic,0.254657209,0.369364321,0.183533624,0.34445259,0.188296184,0.191836923,0.404126763
36,New York,Race and ethnicity,5. Native American,0.002302027,0.001946505,0.002507787,0.003396509,0.00141403,0.002160256,0.00254826
36,New York,Race and ethnicity,1. White,0.464808553,0.213671893,0.61947763,0.325990707,0.564956844,0.537417889,0.294066191
36,New York,Race and ethnicity,6. Other or multiracial,0.054155152,0.068855122,0.045735229,0.04329313,0.062480398,0.060433414,0.039422192
37,North Carolina,Race and ethnicity,4. Asian,0.030068787,0.132686526,0.003538323,0.019624025,0.041041795,0.034797307,0.018394101
37,North Carolina,Race and ethnicity,3. African American,0.210621998,0.06944406,0.245576188,0.27973789,0.138689771,0.194766045,0.248941213
37,North Carolina,Race and ethnicity,2. Hispanic,0.176268116,0.614095509,0.064018033,0.263869196,0.084457621,0.089692377,0.386844039
37,North Carolina,Race and ethnicity,5. Native American,0.009548055,0.001819134,0.011264202,0.011808756,0.007232111,0.007909928,0.013514034
37,North Carolina,Race and ethnicity,1. White,0.512577116,0.135056913,0.612209201,0.3601726,0.671659827,0.608649909,0.279078275
37,North Carolina,Race and ethnicity,6. Other or multiracial,0.060915917,0.046897825,0.063394047,0.064787529,0.056918856,0.06418445,0.053228352
38,North Dakota,Race and ethnicity,4. Asian,0.004502933,0,0,0.007865282,0.002991773,0.002692308,0.013143483
38,North Dakota,Race and ethnicity,3. African American,0.029142223,0,0.013578579,0.050418474,0.019586761,0.02023077,0.071741514
38,North Dakota,Race and ethnicity,2. Hispanic,0.05371809,0,0.046728324,0.066552386,0.046091996,0.030038461,0.157904342
38,North Dakota,Race and ethnicity,5. Native American,0.076010779,0,0.078250028,0.187153369,0.023887435,0.062269229,0.140379697
38,North Dakota,Race and ethnicity,1. White,0.794704318,0,0.822404683,0.612584472,0.880609572,0.847115397,0.554216862
38,North Dakota,Race and ethnicity,6. Other or multiracial,0.041921675,0,0.039038416,0.075426035,0.026832461,0.037653845,0.062614091
39,Ohio,Race and ethnicity,4. Asian,0.019606344,0.189598978,0.002534585,0.011400991,0.026980463,0.022617046,0.012244658
39,Ohio,Race and ethnicity,3. African American,0.148205891,0.207329869,0.140065506,0.24367547,0.064110786,0.116428614,0.223187476
39,Ohio,Race and ethnicity,2. Hispanic,0.065120101,0.236218512,0.048427977,0.092357114,0.042144392,0.044745926,0.114827305
39,Ohio,Race and ethnicity,5. Native American,0.000313326,0.000800928,0.000270872,0.000326048,0.00030899,0.000316077,0.000311162
39,Ohio,Race and ethnicity,1. White,0.70371896,0.274331629,0.749012589,0.572909176,0.819221973,0.754180133,0.583992779
39,Ohio,Race and ethnicity,6. Other or multiracial,0.063035369,0.09172006,0.059688497,0.079331227,0.047233365,0.061712224,0.065436594
